Loja,Estado,Data da Venda,Produto,Marca,Categoria,Preço Unitário,Custo Unitário,Tamanho Pedido
Niterói,Rio de Janeiro,2018-09-06,Moto G7,Motorola,Celular,1400,750,3
Salvador,Bahia,2018-09-06,Moto G7,Motorola,Celular,1400,750,1
Curitiba,Paraná,2018-09-07,Moto G7,Motorola,Celular,1400,750,5
São Paulo,São Paulo,2018-09-07,Moto G7,Motorola,Celular,1400,750,5
Belo Horizonte,Minas Gerais,2018-09-07,Moto G7,Motorola,Celular,1400,750,1
Porto Alegre,Rio Grande do Sul,2018-09-07,Moto G7,Motorola,Celular,1400,750,1
Recife,Pernanbuco,2018-09-07,Moto G7,Motorola,Celular,1400,750,5
Porto Alegre,Rio Grande do Sul,2018-09-08,Moto G7,Motorola,Celular,1400,750,2
Belo Horizonte,Minas Gerais,2018-09-09,Moto G7,Motorola,Celular,1400,750,2
Salvador,Bahia,2018-09-09,Moto G7,Motorola,Celular,1400,750,2
Belo Horizonte,Minas Gerais,2018-09-09,Moto G7,Motorola,Celular,1400,750,5
Salvador,Bahia,2018-09-10,Moto G7,Motorola,Celular,1400,750,2
Recife,Pernanbuco,2018-09-10,Moto G7,Motorola,Celular,1400,750,2
Recife,Pernanbuco,2018-09-10,Moto G7,Motorola,Celular,1400,750,3
Salvador,Bahia,2018-09-11,Moto G7,Motorola,Celular,1400,750,5
São Paulo,São Paulo,2018-09-12,Moto G7,Motorola,Celular,1400,750,4
Guarulhos,São Paulo,2018-09-13,Moto G7,Motorola,Celular,1400,750,2
São Paulo,São Paulo,2018-09-16,Moto G7,Motorola,Celular,1400,750,3
Fortaleza,Ceara,2018-09-16,Moto G7,Motorola,Celular,1400,750,4
São Paulo,São Paulo,2018-09-16,Moto G7,Motorola,Celular,1400,750,2
Porto Alegre,Rio Grande do Sul,2018-09-16,Moto G7,Motorola,Celular,1400,750,5
Rio de Janeiro,Rio de Janeiro,2018-09-18,Moto G7,Motorola,Celular,1400,750,4
Fortaleza,Ceara,2018-09-20,Moto G7,Motorola,Celular,1400,750,1
Salvador,Bahia,2018-09-20,Moto G7,Motorola,Celular,1400,750,5
Recife,Pernanbuco,2018-09-21,Moto G7,Motorola,Celular,1400,750,4
Curitiba,Paraná,2018-09-22,Moto G7,Motorola,Celular,1400,750,3
Recife,Pernanbuco,2018-09-22,Moto G7,Motorola,Celular,1400,750,3
São Paulo,São Paulo,2018-09-23,Moto G7,Motorola,Celular,1400,750,5
Nova Iguaçu,Rio de Janeiro,2018-09-25,Moto G7,Motorola,Celular,1400,750,4
Belo Horizonte,Minas Gerais,2018-09-26,Moto G7,Motorola,Celular,1400,750,1
São Paulo,São Paulo,2018-09-26,Moto G7,Motorola,Celular,1400,750,5
São Paulo,São Paulo,2018-09-26,Moto G7,Motorola,Celular,1400,750,3
São Paulo,São Paulo,2018-09-28,Moto G7,Motorola,Celular,1400,750,2
Nova Iguaçu,Rio de Janeiro,2018-09-28,Moto G7,Motorola,Celular,1400,750,3
Porto Alegre,Rio Grande do Sul,2018-09-28,Moto G7,Motorola,Celular,1400,750,4
Curitiba,Paraná,2018-09-29,Moto G7,Motorola,Celular,1400,750,1
Salvador,Bahia,2018-09-29,Moto G7,Motorola,Celular,1400,750,1
Rio de Janeiro,Rio de Janeiro,2018-09-30,Moto G7,Motorola,Celular,1400,750,4
Campinas,São Paulo,2018-09-30,Moto G7,Motorola,Celular,1400,750,3
Nova Iguaçu,Rio de Janeiro,2018-09-30,Moto G7,Motorola,Celular,1400,750,1
Porto Alegre,Rio Grande do Sul,2018-10-01,Moto G7,Motorola,Celular,1400,750,1
São Paulo,São Paulo,2018-10-01,Moto G7,Motorola,Celular,1400,750,3
São Paulo,São Paulo,2018-10-01,Moto G7,Motorola,Celular,1400,750,2
São Paulo,São Paulo,2018-10-01,Moto G7,Motorola,Celular,1400,750,4
Goiânia,Goias,2018-10-02,Moto G7,Motorola,Celular,1400,750,5
Goiânia,Goias,2018-10-02,Moto G7,Motorola,Celular,1400,750,4
Fortaleza,Ceara,2018-10-02,Moto G7,Motorola,Celular,1400,750,3
Guarulhos,São Paulo,2018-10-02,Moto G7,Motorola,Celular,1400,750,3
São Paulo,São Paulo,2018-10-02,Moto G7,Motorola,Celular,1400,750,2
Fortaleza,Ceara,2018-10-04,Moto G7,Motorola,Celular,1400,750,4
Belo Horizonte,Minas Gerais,2018-10-05,Moto G7,Motorola,Celular,1400,750,3
Goiânia,Goias,2018-10-05,Moto G7,Motorola,Celular,1400,750,5
Fortaleza,Ceara,2018-10-05,Moto G7,Motorola,Celular,1400,750,2
Nova Iguaçu,Rio de Janeiro,2018-10-06,Moto G7,Motorola,Celular,1400,750,4
Recife,Pernanbuco,2018-10-07,Moto G7,Motorola,Celular,1400,750,4
São Paulo,São Paulo,2018-10-07,Moto G7,Motorola,Celular,1400,750,4
Salvador,Bahia,2018-10-08,Moto G7,Motorola,Celular,1400,750,5
Recife,Pernanbuco,2018-10-08,Moto G7,Motorola,Celular,1400,750,3
Salvador,Bahia,2018-10-09,Moto G7,Motorola,Celular,1400,750,1
Curitiba,Paraná,2018-10-10,Moto G7,Motorola,Celular,1400,750,2
Salvador,Bahia,2018-10-10,Moto G7,Motorola,Celular,1400,750,4
Belo Horizonte,Minas Gerais,2018-10-11,Moto G7,Motorola,Celular,1400,750,2
São Paulo,São Paulo,2018-10-11,Moto G7,Motorola,Celular,1400,750,5
Belo Horizonte,Minas Gerais,2018-10-12,Moto G7,Motorola,Celular,1400,750,4
Curitiba,Paraná,2018-10-13,Moto G7,Motorola,Celular,1400,750,3
Salvador,Bahia,2018-10-13,Moto G7,Motorola,Celular,1400,750,5
Niterói,Rio de Janeiro,2018-10-15,Moto G7,Motorola,Celular,1400,750,3
Rio de Janeiro,Rio de Janeiro,2018-10-15,Moto G7,Motorola,Celular,1400,750,3
Salvador,Bahia,2018-10-16,Moto G7,Motorola,Celular,1400,750,5
Porto Alegre,Rio Grande do Sul,2018-10-17,Moto G7,Motorola,Celular,1400,750,5
Recife,Pernanbuco,2018-10-18,Moto G7,Motorola,Celular,1400,750,2
Guarulhos,São Paulo,2018-10-18,Moto G7,Motorola,Celular,1400,750,1
Rio de Janeiro,Rio de Janeiro,2018-10-19,Moto G7,Motorola,Celular,1400,750,1
Campinas,São Paulo,2018-10-21,Moto G7,Motorola,Celular,1400,750,4
Fortaleza,Ceara,2018-10-21,Moto G7,Motorola,Celular,1400,750,1
São Paulo,São Paulo,2018-10-22,Moto G7,Motorola,Celular,1400,750,5
Belo Horizonte,Minas Gerais,2018-10-23,Moto G7,Motorola,Celular,1400,750,3
Nova Iguaçu,Rio de Janeiro,2018-10-23,Moto G7,Motorola,Celular,1400,750,5
São Paulo,São Paulo,2018-10-26,Moto G7,Motorola,Celular,1400,750,5
Belo Horizonte,Minas Gerais,2018-10-26,Moto G7,Motorola,Celular,1400,750,3
Belo Horizonte,Minas Gerais,2018-10-27,Moto G7,Motorola,Celular,1400,750,3
São Paulo,São Paulo,2018-10-28,Moto G7,Motorola,Celular,1400,750,4
São Paulo,São Paulo,2018-10-30,Moto G7,Motorola,Celular,1400,750,2
Rio de Janeiro,Rio de Janeiro,2018-10-30,Moto G7,Motorola,Celular,1400,750,5
Belo Horizonte,Minas Gerais,2018-10-30,Moto G7,Motorola,Celular,1400,750,1
Niterói,Rio de Janeiro,2018-10-31,Moto G7,Motorola,Celular,1400,750,5
Rio de Janeiro,Rio de Janeiro,2018-10-31,Moto G7,Motorola,Celular,1400,750,2
Curitiba,Paraná,2018-11-01,Moto G7,Motorola,Celular,1400,750,2
Porto Alegre,Rio Grande do Sul,2018-11-01,Moto G7,Motorola,Celular,1400,750,5
Nova Iguaçu,Rio de Janeiro,2018-11-02,Moto G7,Motorola,Celular,1400,750,3
Fortaleza,Ceara,2018-11-02,Moto G7,Motorola,Celular,1400,750,3
Rio de Janeiro,Rio de Janeiro,2018-11-02,Moto G7,Motorola,Celular,1400,750,5
São Paulo,São Paulo,2018-11-02,Moto G7,Motorola,Celular,1400,750,1
Recife,Pernanbuco,2018-11-02,Moto G7,Motorola,Celular,1400,750,5
Rio de Janeiro,Rio de Janeiro,2018-11-03,Moto G7,Motorola,Celular,1400,750,4
Fortaleza,Ceara,2018-11-03,Moto G7,Motorola,Celular,1400,750,2
Porto Alegre,Rio Grande do Sul,2018-11-04,Moto G7,Motorola,Celular,1400,750,4
Fortaleza,Ceara,2018-11-04,Moto G7,Motorola,Celular,1400,750,1
Rio de Janeiro,Rio de Janeiro,2018-11-05,Moto G7,Motorola,Celular,1400,750,3
Belo Horizonte,Minas Gerais,2018-11-05,Moto G7,Motorola,Celular,1400,750,4
São Paulo,São Paulo,2018-11-05,Moto G7,Motorola,Celular,1400,750,3
Porto Alegre,Rio Grande do Sul,2018-11-05,Moto G7,Motorola,Celular,1400,750,5
Rio de Janeiro,Rio de Janeiro,2018-11-05,Moto G7,Motorola,Celular,1400,750,1
São Paulo,São Paulo,2018-11-05,Moto G7,Motorola,Celular,1400,750,1
Rio de Janeiro,Rio de Janeiro,2018-11-06,Moto G7,Motorola,Celular,1400,750,5
Porto Alegre,Rio Grande do Sul,2018-11-06,Moto G7,Motorola,Celular,1400,750,1
Salvador,Bahia,2018-11-06,Moto G7,Motorola,Celular,1400,750,1
Recife,Pernanbuco,2018-11-06,Moto G7,Motorola,Celular,1400,750,5
Recife,Pernanbuco,2018-11-07,Moto G7,Motorola,Celular,1400,750,1
Nova Iguaçu,Rio de Janeiro,2018-11-07,Moto G7,Motorola,Celular,1400,750,3
Rio de Janeiro,Rio de Janeiro,2018-11-07,Moto G7,Motorola,Celular,1400,750,3
São Paulo,São Paulo,2018-11-07,Moto G7,Motorola,Celular,1400,750,1
Fortaleza,Ceara,2018-11-07,Moto G7,Motorola,Celular,1400,750,2
São Paulo,São Paulo,2018-11-08,Moto G7,Motorola,Celular,1400,750,2
Belo Horizonte,Minas Gerais,2018-11-08,Moto G7,Motorola,Celular,1400,750,4
Fortaleza,Ceara,2018-11-08,Moto G7,Motorola,Celular,1400,750,1
Guarulhos,São Paulo,2018-11-08,Moto G7,Motorola,Celular,1400,750,3
Recife,Pernanbuco,2018-11-09,Moto G7,Motorola,Celular,1400,750,4
São Paulo,São Paulo,2018-11-11,Moto G7,Motorola,Celular,1400,750,2
Rio de Janeiro,Rio de Janeiro,2018-11-11,Moto G7,Motorola,Celular,1400,750,1
São Paulo,São Paulo,2018-11-11,Moto G7,Motorola,Celular,1400,750,1
Salvador,Bahia,2018-11-11,Moto G7,Motorola,Celular,1400,750,5
Rio de Janeiro,Rio de Janeiro,2018-11-11,Moto G7,Motorola,Celular,1400,750,4
Campinas,São Paulo,2018-11-11,Moto G7,Motorola,Celular,1400,750,2
Recife,Pernanbuco,2018-11-11,Moto G7,Motorola,Celular,1400,750,2
Nova Iguaçu,Rio de Janeiro,2018-11-12,Moto G7,Motorola,Celular,1400,750,4
Salvador,Bahia,2018-11-12,Moto G7,Motorola,Celular,1400,750,1
Rio de Janeiro,Rio de Janeiro,2018-11-12,Moto G7,Motorola,Celular,1400,750,4
Belo Horizonte,Minas Gerais,2018-11-12,Moto G7,Motorola,Celular,1400,750,3
Campinas,São Paulo,2018-11-13,Moto G7,Motorola,Celular,1400,750,2
Curitiba,Paraná,2018-11-14,Moto G7,Motorola,Celular,1400,750,5
Guarulhos,São Paulo,2018-11-14,Moto G7,Motorola,Celular,1400,750,5
Salvador,Bahia,2018-11-15,Moto G7,Motorola,Celular,1400,750,5
Rio de Janeiro,Rio de Janeiro,2018-11-15,Moto G7,Motorola,Celular,1400,750,4
Rio de Janeiro,Rio de Janeiro,2018-11-15,Moto G7,Motorola,Celular,1400,750,2
São Paulo,São Paulo,2018-11-16,Moto G7,Motorola,Celular,1400,750,4
Rio de Janeiro,Rio de Janeiro,2018-11-16,Moto G7,Motorola,Celular,1400,750,4
Recife,Pernanbuco,2018-11-16,Moto G7,Motorola,Celular,1400,750,2
Rio de Janeiro,Rio de Janeiro,2018-11-18,Moto G7,Motorola,Celular,1400,750,1
Rio de Janeiro,Rio de Janeiro,2018-11-18,Moto G7,Motorola,Celular,1400,750,4
São Paulo,São Paulo,2018-11-18,Moto G7,Motorola,Celular,1400,750,2
Campinas,São Paulo,2018-11-19,Moto G7,Motorola,Celular,1400,750,4
Goiânia,Goias,2018-11-19,Moto G7,Motorola,Celular,1400,750,3
Rio de Janeiro,Rio de Janeiro,2018-11-20,Moto G7,Motorola,Celular,1400,750,3
Porto Alegre,Rio Grande do Sul,2018-11-20,Moto G7,Motorola,Celular,1400,750,3
Recife,Pernanbuco,2018-11-21,Moto G7,Motorola,Celular,1400,750,4
São Paulo,São Paulo,2018-11-21,Moto G7,Motorola,Celular,1400,750,1
São Paulo,São Paulo,2018-11-21,Moto G7,Motorola,Celular,1400,750,5
Porto Alegre,Rio Grande do Sul,2018-11-21,Moto G7,Motorola,Celular,1400,750,1
Belo Horizonte,Minas Gerais,2018-11-21,Moto G7,Motorola,Celular,1400,750,2
São Paulo,São Paulo,2018-11-22,Moto G7,Motorola,Celular,1400,750,5
Curitiba,Paraná,2018-11-22,Moto G7,Motorola,Celular,1400,750,4
Recife,Pernanbuco,2018-11-22,Moto G7,Motorola,Celular,1400,750,5
Curitiba,Paraná,2018-11-23,Moto G7,Motorola,Celular,1400,750,5
São Paulo,São Paulo,2018-11-23,Moto G7,Motorola,Celular,1400,750,5
Salvador,Bahia,2018-11-24,Moto G7,Motorola,Celular,1400,750,2
Fortaleza,Ceara,2018-11-24,Moto G7,Motorola,Celular,1400,750,5
Fortaleza,Ceara,2018-11-24,Moto G7,Motorola,Celular,1400,750,4
Rio de Janeiro,Rio de Janeiro,2018-11-25,Moto G7,Motorola,Celular,1400,750,2
Curitiba,Paraná,2018-11-25,Moto G7,Motorola,Celular,1400,750,1
São Paulo,São Paulo,2018-11-25,Moto G7,Motorola,Celular,1400,750,4
São Paulo,São Paulo,2018-11-25,Moto G7,Motorola,Celular,1400,750,5
Rio de Janeiro,Rio de Janeiro,2018-11-26,Moto G7,Motorola,Celular,1400,750,3
Belo Horizonte,Minas Gerais,2018-11-26,Moto G7,Motorola,Celular,1400,750,2
São Paulo,São Paulo,2018-11-26,Moto G7,Motorola,Celular,1400,750,2
Fortaleza,Ceara,2018-11-27,Moto G7,Motorola,Celular,1400,750,3
Belo Horizonte,Minas Gerais,2018-11-28,Moto G7,Motorola,Celular,1400,750,3
Fortaleza,Ceara,2018-11-28,Moto G7,Motorola,Celular,1400,750,1
Fortaleza,Ceara,2018-11-28,Moto G7,Motorola,Celular,1400,750,2
Fortaleza,Ceara,2018-11-28,Moto G7,Motorola,Celular,1400,750,2
Salvador,Bahia,2018-11-28,Moto G7,Motorola,Celular,1400,750,1
Fortaleza,Ceara,2018-11-29,Moto G7,Motorola,Celular,1400,750,1
Salvador,Bahia,2018-11-29,Moto G7,Motorola,Celular,1400,750,4
São Paulo,São Paulo,2018-11-30,Moto G7,Motorola,Celular,1400,750,3
São Paulo,São Paulo,2018-11-30,Moto G7,Motorola,Celular,1400,750,1
Recife,Pernanbuco,2018-11-30,Moto G7,Motorola,Celular,1400,750,4
Recife,Pernanbuco,2018-12-02,Moto G7,Motorola,Celular,1400,750,3
Rio de Janeiro,Rio de Janeiro,2018-12-02,Moto G7,Motorola,Celular,1400,750,2
São Paulo,São Paulo,2018-12-02,Moto G7,Motorola,Celular,1400,750,5
Guarulhos,São Paulo,2018-12-03,Moto G7,Motorola,Celular,1400,750,3
Goiânia,Goias,2018-12-03,Moto G7,Motorola,Celular,1400,750,2
Salvador,Bahia,2018-12-04,Moto G7,Motorola,Celular,1400,750,5
São Paulo,São Paulo,2018-12-04,Moto G7,Motorola,Celular,1400,750,1
Rio de Janeiro,Rio de Janeiro,2018-12-04,Moto G7,Motorola,Celular,1400,750,2
Rio de Janeiro,Rio de Janeiro,2018-12-05,Moto G7,Motorola,Celular,1400,750,1
Rio de Janeiro,Rio de Janeiro,2018-12-05,Moto G7,Motorola,Celular,1400,750,2
Recife,Pernanbuco,2018-12-05,Moto G7,Motorola,Celular,1400,750,1
Guarulhos,São Paulo,2018-12-06,Moto G7,Motorola,Celular,1400,750,5
São Paulo,São Paulo,2018-12-06,Moto G7,Motorola,Celular,1400,750,4
Rio de Janeiro,Rio de Janeiro,2018-12-08,Moto G7,Motorola,Celular,1400,750,5
Fortaleza,Ceara,2018-12-09,Moto G7,Motorola,Celular,1400,750,3
Belo Horizonte,Minas Gerais,2018-12-09,Moto G7,Motorola,Celular,1400,750,3
Fortaleza,Ceara,2018-12-10,Moto G7,Motorola,Celular,1400,750,4
São Paulo,São Paulo,2018-12-10,Moto G7,Motorola,Celular,1400,750,1
Guarulhos,São Paulo,2018-12-10,Moto G7,Motorola,Celular,1400,750,5
Belo Horizonte,Minas Gerais,2018-12-11,Moto G7,Motorola,Celular,1400,750,2
Salvador,Bahia,2018-12-12,Moto G7,Motorola,Celular,1400,750,5
Fortaleza,Ceara,2018-12-12,Moto G7,Motorola,Celular,1400,750,3
São Paulo,São Paulo,2018-12-13,Moto G7,Motorola,Celular,1400,750,2
Rio de Janeiro,Rio de Janeiro,2018-12-13,Moto G7,Motorola,Celular,1400,750,2
Porto Alegre,Rio Grande do Sul,2018-12-14,Moto G7,Motorola,Celular,1400,750,3
Fortaleza,Ceara,2018-12-14,Moto G7,Motorola,Celular,1400,750,5
Nova Iguaçu,Rio de Janeiro,2018-12-14,Moto G7,Motorola,Celular,1400,750,5
Salvador,Bahia,2018-12-15,Moto G7,Motorola,Celular,1400,750,3
Porto Alegre,Rio Grande do Sul,2018-12-16,Moto G7,Motorola,Celular,1400,750,1
Goiânia,Goias,2018-12-16,Moto G7,Motorola,Celular,1400,750,1
Nova Iguaçu,Rio de Janeiro,2018-12-16,Moto G7,Motorola,Celular,1400,750,5
São Paulo,São Paulo,2018-12-17,Moto G7,Motorola,Celular,1400,750,5
Nova Iguaçu,Rio de Janeiro,2018-12-17,Moto G7,Motorola,Celular,1400,750,2
Salvador,Bahia,2018-12-17,Moto G7,Motorola,Celular,1400,750,5
Rio de Janeiro,Rio de Janeiro,2018-12-17,Moto G7,Motorola,Celular,1400,750,1
Rio de Janeiro,Rio de Janeiro,2018-12-18,Moto G7,Motorola,Celular,1400,750,2
Curitiba,Paraná,2018-12-18,Moto G7,Motorola,Celular,1400,750,4
São Paulo,São Paulo,2018-12-19,Moto G7,Motorola,Celular,1400,750,4
Salvador,Bahia,2018-12-19,Moto G7,Motorola,Celular,1400,750,5
Nova Iguaçu,Rio de Janeiro,2018-12-19,Moto G7,Motorola,Celular,1400,750,2
Fortaleza,Ceara,2018-12-20,Moto G7,Motorola,Celular,1400,750,2
Rio de Janeiro,Rio de Janeiro,2018-12-21,Moto G7,Motorola,Celular,1400,750,4
Belo Horizonte,Minas Gerais,2018-12-21,Moto G7,Motorola,Celular,1400,750,4
Recife,Pernanbuco,2018-12-21,Moto G7,Motorola,Celular,1400,750,3
Campinas,São Paulo,2018-12-21,Moto G7,Motorola,Celular,1400,750,3
Curitiba,Paraná,2018-12-22,Moto G7,Motorola,Celular,1400,750,2
São Paulo,São Paulo,2018-12-22,Moto G7,Motorola,Celular,1400,750,4
Rio de Janeiro,Rio de Janeiro,2018-12-22,Moto G7,Motorola,Celular,1400,750,3
Rio de Janeiro,Rio de Janeiro,2018-12-22,Moto G7,Motorola,Celular,1400,750,5
Porto Alegre,Rio Grande do Sul,2018-12-23,Moto G7,Motorola,Celular,1400,750,3
Belo Horizonte,Minas Gerais,2018-12-23,Moto G7,Motorola,Celular,1400,750,4
Niterói,Rio de Janeiro,2018-12-23,Moto G7,Motorola,Celular,1400,750,1
São Paulo,São Paulo,2018-12-23,Moto G7,Motorola,Celular,1400,750,1
Belo Horizonte,Minas Gerais,2018-12-23,Moto G7,Motorola,Celular,1400,750,4
São Paulo,São Paulo,2018-12-24,Moto G7,Motorola,Celular,1400,750,5
Curitiba,Paraná,2018-12-24,Moto G7,Motorola,Celular,1400,750,3
São Paulo,São Paulo,2018-12-25,Moto G7,Motorola,Celular,1400,750,2
São Paulo,São Paulo,2018-12-26,Moto G7,Motorola,Celular,1400,750,1
Recife,Pernanbuco,2018-12-27,Moto G7,Motorola,Celular,1400,750,3
Belo Horizonte,Minas Gerais,2018-12-27,Moto G7,Motorola,Celular,1400,750,2
Rio de Janeiro,Rio de Janeiro,2018-12-27,Moto G7,Motorola,Celular,1400,750,3
São Paulo,São Paulo,2018-12-28,Moto G7,Motorola,Celular,1400,750,2
Curitiba,Paraná,2018-12-28,Moto G7,Motorola,Celular,1400,750,1
Campinas,São Paulo,2018-12-30,Moto G7,Motorola,Celular,1400,750,1
Belo Horizonte,Minas Gerais,2018-12-31,Moto G7,Motorola,Celular,1400,750,2
Belo Horizonte,Minas Gerais,2018-12-31,Moto G7,Motorola,Celular,1400,750,1
Rio de Janeiro,Rio de Janeiro,2016-01-01,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2016-01-03,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2016-01-10,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2016-01-14,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2016-01-15,iPhone 6S,Apple,Celular,1900,1150,2
Porto Alegre,Rio Grande do Sul,2016-01-21,iPhone 6S,Apple,Celular,1900,1150,1
Belo Horizonte,Minas Gerais,2016-01-23,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2016-01-27,iPhone 6S,Apple,Celular,1900,1150,3
Salvador,Bahia,2016-01-29,iPhone 6S,Apple,Celular,1900,1150,2
Fortaleza,Ceara,2016-01-29,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2016-02-01,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2016-02-04,iPhone 6S,Apple,Celular,1900,1150,2
Fortaleza,Ceara,2016-02-04,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2016-02-07,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2016-02-09,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2016-02-17,iPhone 6S,Apple,Celular,1900,1150,2
Fortaleza,Ceara,2016-02-18,iPhone 6S,Apple,Celular,1900,1150,1
Fortaleza,Ceara,2016-02-22,iPhone 6S,Apple,Celular,1900,1150,5
Salvador,Bahia,2016-02-26,iPhone 6S,Apple,Celular,1900,1150,1
Fortaleza,Ceara,2016-03-03,iPhone 6S,Apple,Celular,1900,1150,5
Rio de Janeiro,Rio de Janeiro,2016-03-17,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2016-03-18,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2016-03-22,iPhone 6S,Apple,Celular,1900,1150,4
Goiânia,Goias,2016-03-31,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2016-03-31,iPhone 6S,Apple,Celular,1900,1150,2
Rio de Janeiro,Rio de Janeiro,2016-04-01,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2016-04-05,iPhone 6S,Apple,Celular,1900,1150,2
Campinas,São Paulo,2016-04-05,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2016-04-06,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2016-04-06,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2016-04-09,iPhone 6S,Apple,Celular,1900,1150,1
Guarulhos,São Paulo,2016-04-10,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2016-04-15,iPhone 6S,Apple,Celular,1900,1150,3
Goiânia,Goias,2016-04-21,iPhone 6S,Apple,Celular,1900,1150,4
Guarulhos,São Paulo,2016-04-29,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2016-05-12,iPhone 6S,Apple,Celular,1900,1150,2
Recife,Pernanbuco,2016-05-16,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2016-05-17,iPhone 6S,Apple,Celular,1900,1150,5
Guarulhos,São Paulo,2016-05-17,iPhone 6S,Apple,Celular,1900,1150,3
Rio de Janeiro,Rio de Janeiro,2016-05-26,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2016-06-02,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2016-06-03,iPhone 6S,Apple,Celular,1900,1150,4
Salvador,Bahia,2016-06-10,iPhone 6S,Apple,Celular,1900,1150,1
Recife,Pernanbuco,2016-06-12,iPhone 6S,Apple,Celular,1900,1150,2
Fortaleza,Ceara,2016-06-12,iPhone 6S,Apple,Celular,1900,1150,4
Porto Alegre,Rio Grande do Sul,2016-06-18,iPhone 6S,Apple,Celular,1900,1150,2
Fortaleza,Ceara,2016-06-19,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2016-06-20,iPhone 6S,Apple,Celular,1900,1150,4
Niterói,Rio de Janeiro,2016-06-21,iPhone 6S,Apple,Celular,1900,1150,5
São Paulo,São Paulo,2016-06-22,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2016-07-01,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2016-07-01,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2016-07-01,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2016-07-02,iPhone 6S,Apple,Celular,1900,1150,1
Salvador,Bahia,2016-07-03,iPhone 6S,Apple,Celular,1900,1150,5
Curitiba,Paraná,2016-07-06,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2016-07-07,iPhone 6S,Apple,Celular,1900,1150,3
Porto Alegre,Rio Grande do Sul,2016-07-08,iPhone 6S,Apple,Celular,1900,1150,4
São Paulo,São Paulo,2016-07-09,iPhone 6S,Apple,Celular,1900,1150,5
Fortaleza,Ceara,2016-07-11,iPhone 6S,Apple,Celular,1900,1150,1
São Paulo,São Paulo,2016-07-12,iPhone 6S,Apple,Celular,1900,1150,3
Porto Alegre,Rio Grande do Sul,2016-07-19,iPhone 6S,Apple,Celular,1900,1150,2
Guarulhos,São Paulo,2016-07-23,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2016-07-25,iPhone 6S,Apple,Celular,1900,1150,2
Recife,Pernanbuco,2016-07-25,iPhone 6S,Apple,Celular,1900,1150,3
São Paulo,São Paulo,2016-07-27,iPhone 6S,Apple,Celular,1900,1150,5
Salvador,Bahia,2016-08-06,iPhone 6S,Apple,Celular,1900,1150,2
Rio de Janeiro,Rio de Janeiro,2016-08-12,iPhone 6S,Apple,Celular,1900,1150,4
Fortaleza,Ceara,2016-08-13,iPhone 6S,Apple,Celular,1900,1150,4
Rio de Janeiro,Rio de Janeiro,2016-08-15,iPhone 6S,Apple,Celular,1900,1150,3
Salvador,Bahia,2016-08-15,iPhone 6S,Apple,Celular,1900,1150,5
Belo Horizonte,Minas Gerais,2016-08-16,iPhone 6S,Apple,Celular,1900,1150,2
Belo Horizonte,Minas Gerais,2016-08-16,iPhone 6S,Apple,Celular,1900,1150,2
São Paulo,São Paulo,2016-08-28,iPhone 6S,Apple,Celular,1900,1150,1
Recife,Pernanbuco,2016-09-02,iPhone 6S,Apple,Celular,1900,1150,4
Belo Horizonte,Minas Gerais,2016-09-15,iPhone 6S,Apple,Celular,1900,1150,4
Goiânia,Goias,2016-09-16,iPhone 6S,Apple,Celular,1900,1150,2
Rio de Janeiro,Rio de Janeiro,2016-09-21,iPhone 6S,Apple,Celular,1900,1150,3
